OrderID,Date,Region,Product,Quantity,UnitPrice,Revenue
3025,2023-10-07,North,Widget A,9,10.16,91.44
3026,2023-10-08,North,Widget C,10,91.69,916.9
3027,2023-10-08,South,Widget B,6,19.37,116.22
3028,2023-10-08,South,Gadget X,9,51.87,466.83
3029,2023-10-08,South,Widget B,1,18.59,18.59
3030,2023-10-08,East,Widget B,6,19.16,114.96
3031,2023-10-09,West,Widget A,2,10.82,21.64
3032,2023-10-09,South,Widget A,5,10.25,51.25
3033,2023-10-09,North,Widget A,10,10.25,102.5
3034,2023-10-09,West,Widget A,1,11.03,11.03
3035,2023-10-09,South,Gadget X,8,44.11,352.88
3036,2023-10-09,West,Gadget X,8,43.76,350.08
3037,2023-10-10,South,Widget B,10,17.7,177.0
3038,2023-10-10,North,Widget A,1,11.68,11.68
3039,2023-10-10,East,Widget A,1,11.0,11.0
3040,2023-10-10,East,Widget C,3,96.89,290.67
3041,2023-10-10,East,Widget B,7,17.24,120.68
3042,2023-10-11,East,Widget B,4,20.1,80.4
3043,2023-10-11,South,Gadget Y,2,65.74,131.48
3044,2023-10-11,North,Widget B,5,17.15,85.75
3045,2023-10-11,East,Widget A,7,11.78,82.46
3046,2023-10-11,West,Widget A,2,11.21,22.42
3047,2023-10-12,South,Widget B,8,21.57,172.56
3048,2023-10-12,North,Widget B,3,21.39,64.17
3049,2023-10-13,South,Gadget Y,1,55.31,55.31
3050,2023-10-13,East,Widget C,8,91.66,733.28
3051,2023-10-13,West,Widget C,1,98.48,98.48
3052,2023-10-13,East,Widget B,9,20.56,185.04
3053,2023-10-13,East,Gadget X,5,43.94,219.7
3054,2023-10-14,West,Widget C,3,100.78,302.34
3055,2023-10-14,West,Widget A,4,10.13,40.52
3056,2023-10-14,East,Widget B,8,19.29,154.32
3057,2023-10-15,North,Widget A,2,9.58,19.16
3058,2023-10-15,South,Widget B,8,16.27,130.16
3059,2023-10-15,North,Widget C,3,95.26,285.78
3060,2023-10-15,North,Widget B,1,17.34,17.34
3061,2023-10-16,East,Widget A,8,10.44,83.52
3062,2023-10-16,North,Widget C,7,80.87,566.09
3063,2023-10-16,West,Widget A,10,9.82,98.2
3064,2023-10-16,West,Widget A,5,10.09,50.45
3065,2023-10-16,East,Widget A,2,10.08,20.16
3066,2023-10-17,East,Gadget X,8,50.4,403.2
3067,2023-10-18,North,Widget B,4,17.49,69.96
3068,2023-10-18,South,Widget B,6,19.67,118.02
3069,2023-10-18,East,Gadget X,4,45.09,180.36
3070,2023-10-19,East,Widget B,1,20.35,20.35
3071,2023-10-19,West,Widget A,2,11.4,22.8
3072,2023-10-19,South,Gadget Y,7,62.68,438.76
3073,2023-10-19,South,Widget B,2,17.93,35.86
3074,2023-10-20,East,Widget B,2,17.72,35.44
3075,2023-10-20,North,Widget B,3,16.96,50.88
3076,2023-10-20,East,Widget C,10,98.43,984.3
3077,2023-10-20,East,Widget A,1,9.02,9.02
3078,2023-10-20,South,Widget B,3,17.37,52.11
3079,2023-10-20,East,Widget B,10,17.46,174.6
3080,2023-10-21,South,Widget A,10,10.41,104.1
3081,2023-10-21,North,Widget C,3,92.74,278.22
3082,2023-10-21,West,Gadget X,2,52.44,104.88
3083,2023-10-21,West,Widget C,4,83.29,333.16
3084,2023-10-21,North,Widget A,6,11.33,67.98
3085,2023-10-22,North,Gadget X,3,53.03,159.09
3086,2023-10-22,West,Widget A,7,11.36,79.52
3087,2023-10-22,East,Widget C,2,84.88,169.76
3088,2023-10-22,North,Gadget X,10,42.56,425.6
3089,2023-10-22,North,Widget A,6,9.67,58.02
3090,2023-10-23,East,Gadget X,5,45.25,226.25
3091,2023-10-24,North,Widget A,1,10.75,10.75
3092,2023-10-24,South,Widget A,3,11.03,33.09
3093,2023-10-25,East,Widget A,6,10.12,60.72
3094,2023-10-25,East,Widget B,10,19.92,199.2
3095,2023-10-25,South,Widget C,10,80.34,803.4
3096,2023-10-26,East,Widget A,7,11.3,79.1
3097,2023-10-26,East,Widget C,5,93.99,469.95
3098,2023-10-26,North,Widget A,6,11.89,71.34
3099,2023-10-26,South,Widget A,3,9.61,28.83
3100,2023-10-26,East,Widget A,8,11.68,93.44
3101,2023-10-27,West,Widget B,9,19.74,177.66
3102,2023-10-27,North,Widget A,1,10.89,10.89
3103,2023-10-28,South,Widget A,6,9.87,59.22
3104,2023-10-28,East,Widget B,7,21.57,150.99
3105,2023-10-28,North,Widget B,8,20.12,160.96
3106,2023-10-28,North,Gadget X,1,51.79,51.79
3107,2023-10-28,West,Widget B,5,17.76,88.8
3108,2023-10-28,South,Widget A,7,10.43,73.01
3109,2023-10-29,South,Widget B,6,20.47,122.82
3110,2023-10-29,South,Widget A,9,11.78,106.02
3111,2023-10-29,North,Gadget X,6,46.8,280.8
3112,2023-10-30,West,Widget B,2,19.56,39.12
3113,2023-10-30,East,Widget A,7,11.14,77.98
3114,2023-10-30,West,Widget B,2,17.96,35.92
3115,2023-10-30,East,Widget B,10,17.53,175.3
3116,2023-10-30,South,Widget B,3,18.84,56.52
3117,2023-10-30,East,Gadget X,10,46.87,468.7
3118,2023-10-31,North,Widget C,9,79.29,713.61
3119,2023-11-01,East,Gadget X,1,49.13,49.13
3120,2023-11-01,West,Gadget X,2,48.17,96.34
3121,2023-11-01,East,Widget B,4,20.48,81.92
3122,2023-11-01,East,Widget B,1,19.34,19.34
3123,2023-11-01,West,Widget B,2,19.02,38.04
3124,2023-11-02,West,Gadget X,1,53.05,53.05
3125,2023-11-02,East,Gadget Y,8,62.36,498.88
3126,2023-11-02,North,Widget B,5,21.57,107.85
3127,2023-11-02,West,Gadget X,3,49.42,148.26
3128,2023-11-03,West,Widget B,2,18.46,36.92
3129,2023-11-03,East,Widget A,8,11.65,93.2
3130,2023-11-03,West,Widget A,9,9.07,81.63
3131,2023-11-03,East,Widget A,9,9.05,81.45
3132,2023-11-03,East,Widget B,2,18.1,36.2
3133,2023-11-03,North,Gadget X,1,44.25,44.25
3134,2023-11-04,South,Widget A,10,10.46,104.6
3135,2023-11-04,West,Widget A,4,11.36,45.44
3136,2023-11-04,West,Widget B,3,18.71,56.13
3137,2023-11-04,South,Gadget Y,3,65.1,195.3
3138,2023-11-04,South,Widget A,7,10.08,70.56
3139,2023-11-05,East,Widget B,10,19.47,194.7
3140,2023-11-05,East,Gadget X,10,47.41,474.1
3141,2023-11-06,North,Gadget Y,2,71.77,143.54
3142,2023-11-06,South,Widget C,6,89.36,536.16
3143,2023-11-06,North,Widget B,8,18.69,149.52
3144,2023-11-06,South,Widget B,7,17.37,121.59
3145,2023-11-06,West,Widget A,7,11.46,80.22
3146,2023-11-07,East,Widget A,5,10.21,51.05
3147,2023-11-07,South,Gadget Y,3,65.52,196.56
3148,2023-11-08,North,Widget C,4,93.04,372.16
3149,2023-11-08,West,Widget C,5,97.29,486.45
3150,2023-11-08,West,Gadget X,8,42.05,336.4
3151,2023-11-09,East,Widget A,7,11.75,82.25
3152,2023-11-09,South,Widget B,4,21.23,84.92
3153,2023-11-10,South,Widget B,5,17.41,87.05
3154,2023-11-10,South,Widget B,10,16.8,168.0
3155,2023-11-10,East,Widget A,5,9.77,48.85
3156,2023-11-10,East,Widget A,6,9.09,54.54
3157,2023-11-10,East,Widget C,9,80.84,727.56
3158,2023-11-10,West,Widget A,9,10.89,98.01
3159,2023-11-11,West,Widget A,8,9.71,77.68
3160,2023-11-11,North,Gadget X,1,53.12,53.12
3161,2023-11-11,North,Gadget Y,7,67.82,474.74
3162,2023-11-11,East,Widget B,8,19.74,157.92
3163,2023-11-12,South,Widget A,3,9.68,29.04
3164,2023-11-12,West,Widget B,4,21.56,86.24
3165,2023-11-13,West,Widget C,5,97.57,487.85
3166,2023-11-13,East,Gadget X,7,51.44,360.08
3167,2023-11-13,South,Widget C,4,101.02,404.08
3168,2023-11-13,West,Widget B,4,19.01,76.04
3169,2023-11-13,East,Widget C,5,83.33,416.65
3170,2023-11-13,West,Widget B,1,18.58,18.58
3171,2023-11-14,East,Widget A,10,9.37,93.7
3172,2023-11-14,West,Widget B,2,18.28,36.56
3173,2023-11-14,West,Widget C,3,83.67,251.01
3174,2023-11-14,South,Widget A,3,10.98,32.94
3175,2023-11-15,East,Widget B,3,18.0,54.0
3176,2023-11-15,East,Widget B,7,17.98,125.86
3177,2023-11-15,West,Widget A,7,10.53,73.71
3178,2023-11-15,South,Widget A,2,9.3,18.6
3179,2023-11-15,West,Widget C,7,89.64,627.48
3180,2023-11-15,South,Widget B,8,19.95,159.6
3181,2023-11-16,West,Gadget X,8,45.37,362.96
3182,2023-11-16,South,Widget B,1,18.13,18.13
3183,2023-11-16,South,Widget C,10,81.69,816.9
3184,2023-11-16,South,Widget A,4,9.06,36.24
3185,2023-11-16,North,Widget A,7,10.49,73.43
3186,2023-11-16,North,Widget C,3,80.37,241.11
3187,2023-11-17,South,Widget C,7,96.0,672.0
3188,2023-11-17,North,Widget A,5,11.81,59.05
3189,2023-11-17,North,Widget A,9,11.36,102.24
3190,2023-11-17,North,Widget B,7,20.23,141.61
3191,2023-11-17,South,Widget A,6,11.48,68.88
3192,2023-11-17,North,Widget B,7,19.64,137.48
3193,2023-11-18,South,Widget A,3,9.04,27.12
3194,2023-11-19,North,Widget A,4,10.93,43.72
3195,2023-11-19,East,Widget A,3,9.57,28.71
3196,2023-11-20,North,Widget A,7,10.77,75.39
3197,2023-11-20,North,Widget B,7,19.89,139.23
3198,2023-11-20,South,Widget A,3,11.12,33.36
3199,2023-11-20,West,Widget A,1,9.59,9.59
3200,2023-11-21,West,Widget B,4,16.92,67.68
3201,2023-11-21,West,Widget A,10,9.02,90.2
3202,2023-11-21,East,Widget A,8,9.36,74.88
3203,2023-11-21,North,Gadget X,6,52.24,313.44
3204,2023-11-21,South,Gadget X,1,50.84,50.84
3205,2023-11-22,South,Widget C,3,83.58,250.74
3206,2023-11-23,South,Gadget X,7,41.58,291.06
3207,2023-11-23,West,Widget C,4,81.72,326.88
3208,2023-11-23,East,Widget A,8,11.67,93.36
3209,2023-11-23,North,Widget B,10,19.04,190.4
3210,2023-11-23,East,Widget B,1,19.41,19.41
3211,2023-11-23,East,Widget A,8,9.23,73.84
3212,2023-11-24,South,Widget A,1,10.59,10.59
3213,2023-11-24,North,Widget B,10,21.25,212.5
3214,2023-11-24,West,Widget A,1,10.4,10.4
3215,2023-11-24,East,Widget B,7,17.53,122.71
3216,2023-11-24,North,Widget B,6,20.47,122.82
3217,2023-11-24,East,Gadget Y,10,70.64,706.4
3218,2023-11-25,East,Widget B,1,19.96,19.96
3219,2023-11-25,South,Gadget X,2,44.44,88.88
3220,2023-11-25,West,Widget B,6,19.46,116.76
3221,2023-11-26,North,Gadget X,10,50.25,502.5
3222,2023-11-26,East,Widget A,3,9.56,28.68
3223,2023-11-26,South,Widget C,2,99.34,198.68
3224,2023-11-26,East,Widget A,6,10.74,64.44
3225,2023-11-27,West,Widget B,7,17.46,122.22
3226,2023-11-27,West,Widget C,10,101.43,1014.3
3227,2023-11-27,West,Gadget X,6,49.16,294.96
3228,2023-11-28,South,Widget B,5,17.98,89.9
3229,2023-11-28,West,Widget A,10,10.02,100.2
3230,2023-11-29,North,Widget A,8,11.41,91.28
3231,2023-11-30,West,Widget B,10,18.17,181.7
3232,2023-11-30,West,Gadget Y,2,69.02,138.04
3233,2023-11-30,North,Widget A,1,10.77,10.77
3234,2023-11-30,South,Widget A,6,11.12,66.72
3235,2023-11-30,East,Widget C,3,94.07,282.21
3236,2023-11-30,West,Widget B,7,20.62,144.34
3237,2023-12-01,East,Widget A,6,11.4,68.4
3238,2023-12-01,East,Widget C,10,101.3,1013.0
3239,2023-12-02,East,Gadget X,5,47.26,236.3
3240,2023-12-02,East,Widget A,3,11.24,33.72
3241,2023-12-02,West,Widget A,9,11.65,104.85
3242,2023-12-03,East,Widget A,3,11.43,34.29
3243,2023-12-03,North,Gadget X,4,51.08,204.32
3244,2023-12-03,South,Widget C,4,78.44,313.76
3245,2023-12-03,West,Widget C,10,84.42,844.2
3246,2023-12-03,South,Widget C,2,85.13,170.26
3247,2023-12-04,West,Widget B,4,20.75,83.0
3248,2023-12-04,North,Widget A,8,10.6,84.8
3249,2023-12-04,South,Widget C,10,91.08,910.8
3250,2023-12-04,South,Widget B,6,16.81,100.86
3251,2023-12-04,South,Widget A,6,11.45,68.7
3252,2023-12-05,South,Widget C,8,94.89,759.12
3253,2023-12-05,West,Widget B,7,16.51,115.57
3254,2023-12-05,East,Widget B,5,21.46,107.3
3255,2023-12-05,West,Widget A,9,10.52,94.68
3256,2023-12-06,South,Gadget X,7,42.45,297.15
3257,2023-12-06,South,Gadget X,1,43.48,43.48
3258,2023-12-06,South,Widget B,8,18.23,145.84
3259,2023-12-07,West,Gadget X,8,42.27,338.16
3260,2023-12-07,West,Widget A,4,10.85,43.4
3261,2023-12-07,North,Gadget X,1,40.61,40.61
3262,2023-12-08,North,Widget C,3,95.14,285.42
3263,2023-12-08,South,Gadget X,9,49.61,446.49
3264,2023-12-08,West,Widget B,10,16.57,165.7
3265,2023-12-08,North,Gadget X,5,51.8,259.0
3266,2023-12-08,South,Widget B,9,20.5,184.5
3267,2023-12-08,West,Widget C,2,98.12,196.24
3268,2023-12-09,North,Widget B,3,17.25,51.75
3269,2023-12-09,East,Widget B,1,19.37,19.37
3270,2023-12-09,South,Widget A,10,11.49,114.9
3271,2023-12-10,South,Widget A,6,9.13,54.78
3272,2023-12-10,West,Gadget X,9,49.28,443.52
3273,2023-12-11,North,Widget B,10,17.03,170.3
3274,2023-12-11,South,Gadget Y,2,58.37,116.74
3275,2023-12-12,North,Widget C,5,97.89,489.45
3276,2023-12-13,North,Widget B,10,17.59,175.9
3277,2023-12-13,West,Widget A,8,9.63,77.04
3278,2023-12-13,North,Gadget X,9,49.63,446.67
3279,2023-12-13,North,Widget A,10,10.58,105.8
3280,2023-12-14,South,Gadget X,8,42.59,340.72
3281,2023-12-14,South,Widget C,3,77.99,233.97
3282,2023-12-14,East,Widget A,6,9.49,56.94
3283,2023-12-15,North,Widget A,1,10.78,10.78
3284,2023-12-15,South,Widget A,4,10.24,40.96
3285,2023-12-16,West,Widget A,5,10.04,50.2
3286,2023-12-16,East,Widget C,3,90.81,272.43
3287,2023-12-16,South,Gadget X,10,51.92,519.2
3288,2023-12-17,South,Widget A,5,9.12,45.6
3289,2023-12-17,East,Widget A,9,9.79,88.11
3290,2023-12-17,West,Gadget X,7,50.2,351.4
3291,2023-12-17,East,Gadget X,9,48.11,432.99
3292,2023-12-18,West,Widget A,7,11.62,81.34
3293,2023-12-18,North,Widget A,8,11.63,93.04
3294,2023-12-18,East,Widget C,4,99.73,398.92
3295,2023-12-18,North,Widget A,8,9.6,76.8
3296,2023-12-18,South,Gadget X,1,41.71,41.71
3297,2023-12-19,South,Widget B,1,16.29,16.29
3298,2023-12-19,East,Widget A,5,9.51,47.55
3299,2023-12-19,South,Widget B,7,17.16,120.12
3300,2023-12-19,North,Widget A,4,11.64,46.56
3301,2023-12-19,North,Gadget X,5,52.44,262.2
3302,2023-12-19,South,Gadget X,5,50.12,250.6
3303,2023-12-20,East,Widget B,5,16.72,83.6
3304,2023-12-20,East,Widget C,3,86.94,260.82
3305,2023-12-20,North,Widget A,9,10.32,92.88
3306,2023-12-20,North,Widget B,9,16.61,149.49
3307,2023-12-20,West,Gadget Y,8,58.99,471.92
3308,2023-12-20,North,Widget B,1,20.44,20.44
3309,2023-12-21,South,Widget B,5,17.74,88.7
3310,2023-12-22,North,Widget A,10,9.08,90.8
3311,2023-12-22,South,Widget B,1,19.77,19.77
3312,2023-12-23,North,Widget C,10,99.28,992.8
3313,2023-12-23,West,Widget B,9,19.53,175.77
3314,2023-12-24,North,Widget A,7,11.86,83.02
3315,2023-12-24,North,Widget A,9,11.41,102.69
3316,2023-12-24,East,Widget B,3,21.52,64.56
3317,2023-12-24,South,Widget B,4,16.23,64.92
3318,2023-12-25,East,Gadget X,10,45.71,457.1
3319,2023-12-25,North,Widget A,6,9.96,59.76
3320,2023-12-25,West,Widget A,8,11.11,88.88
3321,2023-12-25,North,Widget B,4,16.61,66.44
3322,2023-12-25,West,Widget A,9,10.89,98.01
3323,2023-12-26,West,Widget C,8,81.46,651.68
3324,2023-12-26,South,Widget B,6,20.39,122.34
3325,2023-12-26,South,Widget A,5,11.8,59.0
3326,2023-12-27,North,Gadget X,7,46.92,328.44
3327,2023-12-27,South,Widget B,6,17.83,106.98
3328,2023-12-27,South,Widget A,1,11.4,11.4
3329,2023-12-27,North,Gadget X,5,47.92,239.6
3330,2023-12-27,East,Widget A,3,9.5,28.5
3331,2023-12-28,West,Widget B,5,17.96,89.8
3332,2023-12-28,South,Gadget Y,9,68.79,619.11
3333,2023-12-28,East,Widget B,10,20.23,202.3
3334,2023-12-28,South,Widget A,4,9.95,39.8
3335,2023-12-29,East,Widget A,7,10.22,71.54
3336,2023-12-30,East,Widget C,2,91.88,183.76
3337,2023-12-30,East,Widget A,7,9.04,63.28
3338,2023-12-30,North,Widget A,8,10.04,80.32
3339,2023-12-30,West,Gadget X,9,48.23,434.07
3340,2023-12-30,South,Widget B,10,17.96,179.6
3341,2023-12-30,East,Widget A,1,9.84,9.84
3342,2023-12-31,North,Widget B,6,21.57,129.42
3343,2023-12-31,East,Widget B,4,18.19,72.76
3344,2024-01-01,North,Widget A,5,10.51,52.55
3345,2024-01-01,West,Widget B,3,17.52,52.56
3346,2024-01-01,North,Gadget X,8,47.36,378.88
3347,2024-01-02,South,Widget A,10,9.69,96.9
3348,2024-01-02,North,Widget A,2,11.86,23.72
3349,2024-01-02,West,Widget C,5,77.91,389.55
3350,2024-01-03,South,Widget A,2,9.76,19.52
3351,2024-01-03,South,Gadget Y,8,60.27,482.16
3352,2024-01-03,North,Widget A,10,9.0,90.0
3353,2024-01-03,West,Widget A,5,11.15,55.75
3354,2024-01-04,North,Widget A,3,9.22,27.66
3355,2024-01-04,West,Widget B,5,20.66,103.3
3356,2024-01-05,North,Widget A,4,9.23,36.92
3357,2024-01-05,West,Widget A,7,11.43,80.01
3358,2024-01-05,South,Widget A,4,11.94,47.76
3359,2024-01-05,North,Widget A,5,11.57,57.85
3360,2024-01-05,North,Widget A,1,9.67,9.67
3361,2024-01-06,East,Widget A,8,11.69,93.52
3362,2024-01-06,South,Widget C,4,78.95,315.8
3363,2024-01-06,East,Widget A,10,9.69,96.9
3364,2024-01-06,West,Widget C,1,84.88,84.88
3365,2024-01-06,West,Widget A,8,11.99,95.92
3366,2024-01-07,North,Gadget Y,2,61.43,122.86
3367,2024-01-07,West,Widget C,2,91.46,182.92
3368,2024-01-07,South,Widget B,5,19.56,97.8
3369,2024-01-08,North,Widget C,4,98.25,393.0
3370,2024-01-08,North,Widget B,3,20.57,61.71
3371,2024-01-08,East,Widget C,1,86.74,86.74
3372,2024-01-08,South,Gadget X,2,43.0,86.0
3373,2024-01-08,West,Widget A,4,11.98,47.92
3374,2024-01-09,East,Widget B,7,16.65,116.55
3375,2024-01-09,West,Widget A,4,11.59,46.36
3376,2024-01-09,North,Widget B,8,20.24,161.92
3377,2024-01-09,South,Gadget X,9,53.29,479.61
3378,2024-01-10,East,Gadget X,1,41.89,41.89
3379,2024-01-10,West,Gadget X,1,42.04,42.04
3380,2024-01-10,South,Gadget Y,5,57.59,287.95
3381,2024-01-11,West,Widget A,4,11.21,44.84
3382,2024-01-11,North,Widget C,6,79.4,476.4
3383,2024-01-12,South,Widget A,9,10.38,93.42
3384,2024-01-12,South,Widget B,1,20.49,20.49
3385,2024-01-12,North,Widget C,5,84.82,424.1
3386,2024-01-12,West,Widget A,3,10.68,32.04
3387,2024-01-12,South,Widget A,3,9.66,28.98
3388,2024-01-12,North,Widget C,6,87.16,522.96
3389,2024-01-13,East,Widget B,5,17.34,86.7
3390,2024-01-13,South,Widget A,9,11.04,99.36
3391,2024-01-13,East,Widget B,7,20.06,140.42
3392,2024-01-13,North,Widget A,9,10.57,95.13
3393,2024-01-13,East,Gadget X,6,51.65,309.9
3394,2024-01-14,East,Widget B,2,21.39,42.78
3395,2024-01-14,South,Widget A,5,10.35,51.75
3396,2024-01-14,North,Widget A,6,10.51,63.06
3397,2024-01-14,West,Gadget X,5,43.02,215.1
3398,2024-01-15,East,Widget A,4,9.28,37.12
3399,2024-01-15,East,Widget A,7,11.65,81.55
3400,2024-01-15,South,Widget A,7,11.57,80.99
3401,2024-01-16,North,Widget A,9,10.21,91.89
3402,2024-01-17,West,Widget A,3,9.31,27.93
3403,2024-01-17,South,Gadget Y,7,64.38,450.66
3404,2024-01-17,South,Widget A,6,10.5,63.0
3405,2024-01-17,North,Widget B,5,21.02,105.1
3406,2024-01-17,North,Widget A,7,11.09,77.63
3407,2024-01-17,West,Widget A,3,11.75,35.25
3408,2024-01-18,South,Widget A,10,9.9,99.0
3409,2024-01-18,West,Widget A,4,10.18,40.72
3410,2024-01-18,South,Widget B,10,19.5,195.0
3411,2024-01-19,East,Widget A,1,10.76,10.76
3412,2024-01-19,North,Widget B,6,18.58,111.48
3413,2024-01-20,South,Widget C,6,99.7,598.2
3414,2024-01-20,West,Widget B,7,21.27,148.89
3415,2024-01-20,South,Widget A,2,10.33,20.66
3416,2024-01-20,South,Widget A,4,10.02,40.08
3417,2024-01-21,South,Widget C,6,98.52,591.12
3418,2024-01-22,East,Widget B,5,16.27,81.35
3419,2024-01-22,East,Widget A,6,9.14,54.84
3420,2024-01-22,South,Widget B,8,21.36,170.88
3421,2024-01-23,North,Widget B,1,18.63,18.63
3422,2024-01-23,West,Widget B,7,17.6,123.2
3423,2024-01-23,South,Widget A,7,11.68,81.76
3424,2024-01-23,East,Widget B,10,19.57,195.7
3425,2024-01-23,East,Widget B,7,20.13,140.91
3426,2024-01-23,South,Widget B,9,16.93,152.37
3427,2024-01-24,South,Widget A,2,9.42,18.84
3428,2024-01-25,West,Widget C,2,80.19,160.38
3429,2024-01-25,East,Gadget X,1,50.87,50.87
3430,2024-01-25,East,Widget B,1,18.66,18.66
3431,2024-01-25,North,Widget A,8,10.9,87.2
3432,2024-01-26,South,Widget A,10,10.49,104.9
3433,2024-01-26,North,Widget A,7,10.84,75.88
3434,2024-01-27,East,Widget A,6,10.54,63.24
3435,2024-01-27,North,Gadget X,6,45.1,270.6
3436,2024-01-27,South,Gadget X,1,45.38,45.38
3437,2024-01-27,West,Widget A,7,11.83,82.81
3438,2024-01-28,South,Widget A,9,11.81,106.29
3439,2024-01-28,East,Gadget X,2,44.39,88.78
3440,2024-01-28,South,Widget A,5,11.33,56.65
3441,2024-01-28,East,Widget A,5,10.26,51.3
3442,2024-01-29,West,Widget B,2,19.87,39.74
3443,2024-01-29,East,Widget A,2,10.3,20.6
3444,2024-01-30,South,Widget A,3,10.24,30.72
3445,2024-01-30,East,Gadget X,7,46.23,323.61
3446,2024-01-30,North,Widget A,3,11.56,34.68
3447,2024-01-30,North,Widget A,1,11.72,11.72
3448,2024-01-30,North,Gadget X,2,46.15,92.3
3449,2024-01-30,South,Widget C,1,101.96,101.96
3450,2024-01-31,East,Widget A,10,11.09,110.9
3451,2024-01-31,North,Widget B,5,16.31,81.55
3452,2024-01-31,North,Widget A,1,11.99,11.99
3453,2024-02-01,South,Widget A,8,11.35,90.8
3454,2024-02-01,East,Gadget X,4,42.99,171.96
3455,2024-02-01,East,Widget B,8,17.54,140.32
3456,2024-02-01,West,Widget B,7,17.59,123.13
3457,2024-02-02,East,Gadget X,2,52.44,104.88
3458,2024-02-02,South,Widget A,7,10.27,71.89
3459,2024-02-02,South,Widget C,8,98.03,784.24
3460,2024-02-03,East,Widget C,1,95.97,95.97
3461,2024-02-03,East,Widget B,7,17.44,122.08
3462,2024-02-03,West,Widget A,10,11.26,112.6
3463,2024-02-03,West,Widget A,10,10.84,108.4
3464,2024-02-03,West,Widget C,5,100.09,500.45
3465,2024-02-03,West,Widget C,4,94.12,376.48
3466,2024-02-04,South,Widget A,4,11.28,45.12
3467,2024-02-04,North,Widget A,9,10.2,91.8
3468,2024-02-04,South,Widget B,6,17.69,106.14
3469,2024-02-04,West,Widget A,4,9.77,39.08
3470,2024-02-05,South,Widget A,3,10.39,31.17
3471,2024-02-05,West,Widget B,6,18.32,109.92
3472,2024-02-05,North,Widget B,4,20.72,82.88
3473,2024-02-05,South,Gadget X,5,50.06,250.3
3474,2024-02-05,South,Widget B,5,20.62,103.1
3475,2024-02-06,North,Widget A,2,11.53,23.06
3476,2024-02-06,South,Widget A,6,10.53,63.18
3477,2024-02-06,South,Widget B,10,19.98,199.8
3478,2024-02-06,North,Widget C,8,79.21,633.68
3479,2024-02-06,West,Gadget X,7,44.25,309.75
3480,2024-02-07,South,Widget A,4,10.19,40.76
3481,2024-02-07,East,Widget A,3,9.17,27.51
3482,2024-02-07,North,Widget B,6,20.03,120.18
3483,2024-02-07,North,Widget A,9,10.59,95.31
3484,2024-02-07,East,Widget A,4,9.37,37.48
3485,2024-02-07,South,Widget A,10,9.82,98.2
3486,2024-02-08,South,Gadget X,3,51.27,153.81
3487,2024-02-09,West,Widget C,7,82.25,575.75
3488,2024-02-09,North,Widget B,2,17.55,35.1
3489,2024-02-10,North,Widget B,8,20.64,165.12
3490,2024-02-10,North,Widget A,3,9.86,29.58
3491,2024-02-10,North,Widget A,3,10.78,32.34
3492,2024-02-11,South,Gadget X,4,50.23,200.92
3493,2024-02-11,West,Widget B,3,21.3,63.9
3494,2024-02-11,South,Widget B,9,18.64,167.76
3495,2024-02-11,South,Widget C,3,97.26,291.78
3496,2024-02-11,West,Widget A,9,10.16,91.44
3497,2024-02-12,West,Widget A,2,11.51,23.02
3498,2024-02-12,North,Gadget X,3,52.72,158.16
3499,2024-02-12,East,Widget A,4,10.28,41.12
3500,2024-02-13,East,Widget A,10,10.71,107.1
3501,2024-02-13,West,Gadget X,7,46.12,322.84
3502,2024-02-13,South,Widget A,4,10.31,41.24
3503,2024-02-13,North,Widget A,4,9.55,38.2
3504,2024-02-14,North,Widget C,4,81.89,327.56
3505,2024-02-15,North,Widget A,7,10.64,74.48
3506,2024-02-16,West,Widget C,5,82.79,413.95
3507,2024-02-16,North,Widget A,2,11.99,23.98
3508,2024-02-17,South,Widget B,9,17.62,158.58
3509,2024-02-17,South,Gadget X,7,42.94,300.58
3510,2024-02-17,West,Gadget X,4,52.78,211.12
3511,2024-02-17,North,Widget A,7,10.91,76.37
3512,2024-02-17,West,Widget A,4,10.1,40.4
3513,2024-02-18,South,Widget A,4,9.71,38.84
3514,2024-02-18,East,Widget A,7,9.42,65.94
3515,2024-02-18,West,Widget C,2,97.67,195.34
3516,2024-02-18,South,Widget C,5,81.26,406.3
3517,2024-02-18,East,Widget C,8,94.66,757.28
3518,2024-02-18,West,Widget A,4,10.22,40.88
3519,2024-02-19,East,Widget A,4,9.04,36.16
3520,2024-02-19,East,Widget B,1,17.1,17.1
3521,2024-02-19,East,Widget A,7,9.71,67.97
3522,2024-02-19,South,Widget B,7,17.92,125.44
3523,2024-02-20,North,Widget B,2,16.32,32.64
3524,2024-02-20,East,Widget B,8,20.35,162.8
3525,2024-02-20,North,Widget A,2,11.25,22.5
3526,2024-02-20,West,Widget B,10,16.97,169.7
3527,2024-02-20,West,Widget A,4,11.9,47.6
3528,2024-02-21,East,Widget B,7,21.32,149.24
3529,2024-02-21,North,Widget A,9,9.68,87.12
3530,2024-02-21,East,Gadget Y,2,61.67,123.34
3531,2024-02-21,South,Gadget Y,4,62.5,250.0
3532,2024-02-21,North,Widget B,6,17.67,106.02
3533,2024-02-22,East,Widget A,3,10.61,31.83
3534,2024-02-22,North,Widget A,7,9.71,67.97
3535,2024-02-22,East,Widget A,4,11.37,45.48
3536,2024-02-22,East,Widget B,1,16.75,16.75
3537,2024-02-23,East,Gadget X,5,46.86,234.3
